1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51
chr6:125147344_+	0.48	0.48	0.46	0.46	0.46	0.44	0.44	0.44	0.46	0.46	0.44	0.46	0.46	0.44	0.44	0.42	0.4	0.38	0.38	0.38	0.4	0.4	0.38	0.36	0.36	0.36	0.36	0.34	0.32	0.32	0.3	0.32	0.3	0.28	0.28	0.28	0.26	0.24	0.24	0.26	0.24	0.24	0.24	0.22	0.22	0.2	0.2	0.2	0.2	0.22	0.24
chr6:140491237_+	0.26	0.26	0.24	0.24	0.24	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.24	0.24	0.24	0.24	0.22	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.22	0.22	0.24	0.24	0.26	0.26	0.26	0.26	0.28	0.28	0.28	0.3	0.3	0.3	0.3	0.3	0.28	0.28	0.26	0.26	0.26	0.24	0.24	0.24	0.24	0.24	0.26
chr6:143093993_-	0.16	0.14	0.16	0.16	0.16	0.16	0.16	0.18	0.18	0.18	0.16	0.16	0.16	0.18	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.18	0.18	0.18	0.18	0.2	0.2	0.2	0.18	0.18	0.18	0.18	0.16	0.14	0.14	0.12	0.12	0.14	0.14	0.16	0.16	0.14	0.16	0.16	0.16	0.16	0.16	0.16	0.16
chr6:148774219_-	0.24	0.24	0.22	0.22	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.22	0.22	0.22	0.22	0.22	0.22	0.2	0.18	0.16	0.16	0.16	0.16	0.14	0.14	0.12	0.12	0.14	0.14	0.12	0.12	0.1	0.1	0.1	0.1	0.12	0.12	0.14	0.14	0.14	0.16	0.18	0.18
chr6:17890065_+	0.28	0.28	0.26	0.26	0.26	0.24	0.24	0.26	0.26	0.24	0.24	0.24	0.24	0.22	0.22	0.2	0.2	0.22	0.22	0.2	0.2	0.2	0.18	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.22	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.22	0.24	0.24	0.24	0.22	0.24	0.24	0.24
chr6:23570885_-	0.44	0.44	0.44	0.44	0.42	0.42	0.42	0.42	0.4	0.4	0.38	0.38	0.36	0.38	0.36	0.38	0.38	0.38	0.36	0.38	0.36	0.36	0.34	0.34	0.32	0.32	0.3	0.3	0.28	0.3	0.28	0.28	0.26	0.28	0.26	0.28	0.28	0.28	0.28	0.28	0.26	0.26	0.26	0.28	0.26	0.28	0.26	0.26	0.28	0.28	0.28
chr6:27423805_-	0.16	0.16	0.16	0.16	0.14	0.12	0.1	0.12	0.12	0.12	0.14	0.12	0.14	0.14	0.14	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.18	0.18	0.18	0.2	0.22	0.22	0.22	0.22	0.2	0.2	0.2	0.2	0.2	0.2	0.18	0.18	0.16	0.16	0.18	0.18
chr6:28489831_+	0.2	0.2	0.18	0.2	0.18	0.18	0.18	0.18	0.18	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.14	0.12	0.14	0.14	0.16	0.16	0.16	0.16	0.14	0.12	0.12	0.12	0.12	0.12	0.1	0.1	0.1	0.1	0.08	0.1	0.08	0.08	0.1	0.12	0.12	0.12	0.12	0.12	0.12
chr6:33350813_+	0.12	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.12	0.12	0.12	0.12	0.12	0.12	0.14	0.14	0.16	0.16	0.16	0.16	0.16	0.16	0.18	0.18	0.16	0.16	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.12	0.12	0.12	0.1	0.1	0.1	0.12	0.12	0.12	0.12	0.1	0.1	0.1
chr6:33402689_+	0.28	0.26	0.26	0.26	0.26	0.26	0.24	0.24	0.24	0.24	0.22	0.22	0.22	0.24	0.22	0.2	0.18	0.16	0.16	0.16	0.16	0.16	0.16	0.14	0.14	0.14	0.16	0.18	0.18	0.18	0.18	0.18	0.16	0.14	0.14	0.16	0.16	0.16	0.16	0.14	0.14	0.14	0.14	0.14	0.12	0.12	0.12	0.1	0.1	0.1	0.12
chr6:35098514_-	0.24	0.24	0.26	0.28	0.3	0.3	0.3	0.28	0.28	0.28	0.3	0.32	0.32	0.32	0.32	0.3	0.32	0.34	0.36	0.36	0.34	0.32	0.34	0.34	0.34	0.32	0.32	0.3	0.3	0.28	0.3	0.3	0.32	0.34	0.34	0.36	0.36	0.36	0.34	0.36	0.36	0.36	0.38	0.38	0.38	0.4	0.4	0.42	0.4	0.4	0.4
chr6:37533782_+	0.2	0.18	0.18	0.18	0.2	0.22	0.24	0.24	0.24	0.22	0.24	0.24	0.26	0.28	0.28	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.28	0.26	0.26	0.26	0.26	0.24	0.24	0.24	0.24	0.24	0.24	0.26	0.26	0.26	0.26	0.24	0.22	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
chr6:39403001_-	0.28	0.28	0.26	0.26	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.26	0.24	0.22	0.2	0.22	0.22	0.22	0.2	0.2	0.2	0.18	0.18	0.18	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.14	0.14	0.14	0.14	0.16	0.16	0.14	0.14	0.14	0.14	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12
chr6:43650600_-	0.26	0.24	0.24	0.24	0.24	0.24	0.26	0.26	0.24	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.24	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.2	0.22	0.22	0.2	0.2	0.2	0.2	0.2	0.18	0.18	0.16	0.16	0.16	0.16	0.14	0.14	0.16	0.16	0.14	0.16	0.16	0.16	0.16	0.18
chr6:4919548_+	0.24	0.24	0.22	0.22	0.2	0.18	0.2	0.22	0.2	0.2	0.22	0.22	0.22	0.22	0.22	0.22	0.24	0.24	0.22	0.24	0.24	0.22	0.22	0.22	0.2	0.18	0.18	0.16	0.16	0.16	0.16	0.16	0.18	0.2	0.2	0.2	0.2	0.2	0.18	0.16	0.16	0.16	0.16	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18
chr6:51920285_-	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.06	0.06	0.06	0.08	0.08	0.08	0.06	0.06	0.06	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.06	0.06	0.04	0.04	0.06	0.08	0.08	0.08	0.08	0.08	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.12	0.12	0.12
chr6:52604727_-	0.18	0.18	0.2	0.2	0.18	0.18	0.18	0.18	0.18	0.2	0.18	0.18	0.18	0.18	0.18	0.18	0.2	0.2	0.22	0.2	0.18	0.18	0.2	0.18	0.18	0.18	0.16	0.16	0.16	0.16	0.16	0.14	0.12	0.12	0.12	0.12	0.12	0.12	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.16	0.16	0.18	0.18
chr6:55050791_+	0.1	0.1	0.1	0.12	0.12	0.12	0.12	0.14	0.14	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.08	0.08	0.08	0.08	0.08	0.1	0.08	0.08
chr6:55054497_+	0.18	0.18	0.16	0.16	0.16	0.16	0.18	0.16	0.16	0.16	0.16	0.16	0.16	0.18	0.18	0.18	0.18	0.2	0.2	0.2	0.2	0.18	0.18	0.2	0.2	0.2	0.2	0.2	0.22	0.2	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.16	0.14	0.14	0.14	0.14	0.14	0.16	0.16	0.16	0.16	0.14	0.14	0.14	0.14
chr6:61906388_+	0.26	0.26	0.26	0.26	0.24	0.26	0.26	0.26	0.26	0.26	0.26	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.26	0.26	0.24	0.22	0.24	0.24	0.26	0.26	0.24	0.24	0.24	0.22	0.22	0.24	0.24	0.24	0.24	0.24	0.26	0.26	0.26	0.26	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.22	0.22
chr6:64082947_+	0.28	0.26	0.28	0.28	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.24	0.22	0.22	0.22	0.22	0.22	0.2	0.2	0.2	0.18	0.16	0.16	0.16	0.16	0.16	0.14	0.14	0.14	0.12	0.12	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.08	0.06	0.06	0.06	0.06	0.04	0.04	0.02
chr6:72769616_-	0.2	0.18	0.16	0.16	0.16	0.16	0.16	0.14	0.14	0.14	0.14	0.14	0.16	0.16	0.16	0.16	0.18	0.16	0.18	0.18	0.18	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.22	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.18	0.2	0.2	0.18	0.18	0.2	0.2	0.2	0.2	0.2	0.22	0.22
chr6:94590791_+	0.12	0.12	0.12	0.1	0.1	0.1	0.1	0.12	0.12	0.12	0.12	0.14	0.14	0.16	0.14	0.14	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.16	0.18	0.18	0.16	0.16	0.14	0.14	0.14	0.12	0.12	0.12	0.12	0.12	0.14	0.16	0.16	0.16	0.16
chr7:100615450_+	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.12	0.12	0.12	0.12	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.12	0.1	0.1	0.1	0.1	0.1	0.1	0.12	0.12	0.12	0.12	0.14	0.16	0.16	0.16	0.18	0.18	0.18	0.16	0.18	0.16	0.18	0.18	0.18	0.16	0.16	0.18	0.18	0.18	0.18	0.18	0.18
chr7:101113344_+	0.04	0.04	0.04	0.04	0.06	0.06	0.06	0.06	0.06	0.08	0.08	0.08	0.08	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.12	0.12	0.12	0.1	0.1	0.1	0.12	0.12	0.12	0.12	0.12	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.16	0.14	0.16	0.16	0.16	0.16	0.16
chr7:107425539_+	0.2	0.22	0.22	0.22	0.2	0.18	0.2	0.2	0.22	0.24	0.24	0.24	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.18	0.16	0.16	0.16	0.16	0.18	0.18	0.18	0.18	0.18	0.18	0.2	0.18	0.18	0.18	0.18	0.2	0.2	0.2
chr7:109957264_-	0.12	0.12	0.12	0.14	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.16	0.18	0.18	0.18	0.18	0.18	0.18	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.16	0.14
chr7:116536780_+	0.24	0.24	0.24	0.24	0.24	0.26	0.26	0.24	0.24	0.24	0.24	0.24	0.22	0.22	0.22	0.2	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.16	0.18	0.18	0.18	0.18	0.2	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.24	0.26	0.28	0.28	0.28	0.28	0.26	0.28	0.28	0.3	0.3	0.3	0.3	0.28	0.26
chr7:118826109_+	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.24	0.24	0.26	0.26	0.28	0.28	0.28	0.26	0.26	0.28	0.28	0.28	0.28	0.3	0.3	0.3	0.32	0.3	0.3	0.28	0.28	0.28	0.3	0.28	0.26	0.26	0.28	0.28	0.28	0.3	0.28	0.28	0.28	0.28	0.3	0.32	0.32	0.32	0.34	0.34	0.32
chr7:125667972_-	0.28	0.28	0.3	0.32	0.32	0.32	0.34	0.32	0.3	0.3	0.3	0.32	0.32	0.32	0.34	0.34	0.34	0.32	0.32	0.3	0.28	0.26	0.26	0.26	0.24	0.24	0.22	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.26	0.26	0.26	0.26	0.28	0.28	0.3	0.32	0.3	0.3	0.3	0.3	0.3	0.3	0.28	0.28
chr7:126135284_-	0.24	0.24	0.24	0.24	0.24	0.26	0.28	0.28	0.28	0.28	0.28	0.3	0.28	0.28	0.28	0.28	0.26	0.26	0.24	0.24	0.22	0.22	0.2	0.2	0.22	0.22	0.24	0.26	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.26	0.24	0.22	0.22	0.24	0.24	0.24	0.22	0.22	0.22	0.22	0.22	0.24	0.24	0.24	0.24
chr7:127520801_+	0.32	0.32	0.32	0.32	0.32	0.32	0.3	0.3	0.28	0.28	0.3	0.3	0.3	0.3	0.32	0.3	0.3	0.3	0.32	0.32	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.28	0.26	0.26	0.26	0.26	0.28	0.28	0.28	0.26	0.28	0.28	0.3	0.32	0.32	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.28	0.26
chr7:127942344_-	0.26	0.26	0.28	0.26	0.26	0.26	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.26	0.26	0.24	0.22	0.2	0.2	0.18	0.18	0.18	0.16	0.16	0.16	0.16	0.16	0.16	0.14	0.14	0.14	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.1	0.1	0.1	0.08	0.08	0.08	0.06	0.06	0.06	0.06	0.06	0.06
chr7:130472500_-	0.14	0.14	0.14	0.14	0.16	0.16	0.14	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.1	0.08	0.08	0.08	0.08	0.08	0.1	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.06	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.06
chr7:133014602_-	0.3	0.3	0.32	0.32	0.32	0.3	0.32	0.32	0.32	0.32	0.3	0.3	0.3	0.3	0.32	0.34	0.34	0.34	0.34	0.36	0.36	0.36	0.34	0.36	0.38	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.34	0.32	0.32	0.34	0.36	0.38	0.4	0.4	0.38	0.4	0.38	0.4	0.4	0.38	0.38	0.36	0.34	0.34	0.36
chr7:133029300_-	0.24	0.24	0.22	0.22	0.2	0.22	0.22	0.22	0.24	0.24	0.26	0.26	0.28	0.3	0.32	0.32	0.32	0.3	0.3	0.3	0.32	0.32	0.3	0.32	0.3	0.3	0.3	0.32	0.32	0.3	0.3	0.28	0.3	0.3	0.3	0.3	0.32	0.3	0.3	0.28	0.28	0.3	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.3	0.28
chr7:133646093_+	0.26	0.26	0.24	0.24	0.22	0.2	0.22	0.22	0.2	0.2	0.18	0.16	0.16	0.16	0.16	0.18	0.18	0.18	0.2	0.18	0.16	0.18	0.18	0.18	0.18	0.18	0.2	0.22	0.22	0.2	0.18	0.18	0.16	0.16	0.16	0.18	0.18	0.18	0.18	0.18	0.2	0.2	0.2	0.2	0.2	0.2	0.22	0.22	0.22	0.22	0.22
chr7:136915302_+	0.26	0.26	0.28	0.28	0.26	0.26	0.26	0.26	0.24	0.24	0.22	0.22	0.24	0.24	0.24	0.26	0.28	0.28	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.28	0.3	0.3	0.32	0.3	0.3	0.3	0.3	0.3	0.28	0.28	0.28	0.28	0.28	0.3	0.3	0.3	0.28	0.28	0.28	0.28
chr7:138361121_-	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.18	0.18	0.2	0.18	0.18	0.18	0.18	0.18	0.18	0.2	0.2	0.2	0.2	0.18	0.16	0.14	0.14	0.14	0.12	0.12	0.12	0.12	0.12	0.14	0.14	0.14	0.14	0.16	0.16	0.16	0.14	0.16
chr7:141325383_-	0.24	0.24	0.26	0.26	0.28	0.26	0.26	0.24	0.22	0.22	0.22	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.22	0.22	0.22	0.24	0.22	0.22	0.22	0.2	0.22	0.22	0.22	0.22	0.22	0.2	0.2	0.22	0.22	0.22	0.22	0.24	0.24	0.26	0.26	0.26	0.28	0.3	0.3	0.28	0.26	0.24	0.26	0.26	0.26
chr7:16257551_-	0.22	0.22	0.24	0.24	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.24	0.24	0.24	0.24	0.24	0.24	0.22	0.2	0.18	0.18	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.14	0.14	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.1	0.1	0.1	0.1	0.1	0.08	0.08	0.08	0.06
chr7:16357827_-	0.3	0.32	0.34	0.32	0.32	0.3	0.28	0.28	0.28	0.28	0.3	0.3	0.3	0.28	0.26	0.26	0.26	0.24	0.24	0.24	0.24	0.26	0.24	0.22	0.22	0.22	0.2	0.2	0.2	0.2	0.18	0.16	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.16	0.14	0.14	0.14	0.16	0.16	0.16	0.16
chr7:16611173_-	0.2	0.2	0.2	0.2	0.2	0.2	0.18	0.18	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.18	0.18	0.18	0.2	0.2	0.18	0.18	0.18	0.18	0.18	0.2	0.2	0.2	0.2	0.2	0.2	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.2	0.2	0.18	0.2	0.2	0.18	0.18	0.18	0.2	0.18	0.18	0.18
chr7:29149412_+	0.1	0.1	0.12	0.12	0.12	0.14	0.16	0.16	0.16	0.18	0.2	0.2	0.22	0.22	0.22	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.22	0.24	0.24	0.24	0.24	0.24	0.24	0.22	0.22	0.24	0.24	0.24	0.26	0.28	0.28	0.28	0.26	0.26	0.28	0.28	0.28
chr7:29366200_-	0.32	0.32	0.34	0.34	0.34	0.32	0.32	0.3	0.3	0.3	0.3	0.28	0.26	0.26	0.28	0.3	0.3	0.3	0.32	0.32	0.3	0.28	0.28	0.28	0.28	0.28	0.26	0.28	0.26	0.24	0.24	0.24	0.24	0.24	0.24	0.22	0.22	0.22	0.24	0.26	0.26	0.24	0.24	0.24	0.26	0.26	0.24	0.26	0.28	0.28	0.26
chr7:29493565_-	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.16	0.16	0.16	0.18	0.2	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.2	0.22	0.22	0.2	0.22	0.22	0.24	0.24	0.26	0.24	0.24	0.26	0.26	0.26	0.26	0.28	0.28	0.28	0.3	0.3	0.3	0.3
chr7:30953365_-	0.18	0.18	0.18	0.18	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.14	0.14	0.14	0.12	0.14	0.14	0.14	0.14	0.14	0.16	0.18	0.18	0.18	0.18	0.16	0.14	0.14	0.14	0.14	0.14	0.14	0.12	0.1	0.1	0.1	0.1	0.1	0.1	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.06	0.06	0.06
chr7:34214592_-	0.12	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.12	0.14	0.14	0.16	0.16	0.16	0.16	0.16	0.14	0.14	0.16	0.16	0.16	0.16	0.18	0.18	0.18	0.2	0.2	0.22	0.22	0.22	0.22	0.2	0.22	0.22	0.22	0.24	0.24	0.24	0.24	0.24	0.22	0.22	0.22	0.22	0.22	0.2
chr7:35308654_-	0.24	0.24	0.24	0.24	0.24	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.24	0.24	0.24	0.24	0.26	0.26	0.26	0.26	0.28	0.28	0.28	0.3	0.32	0.32	0.32	0.32	0.32	0.32	0.3	0.32	0.3	0.3	0.32	0.32	0.32	0.32	0.34	0.32	0.32	0.32	0.32	0.32	0.3	0.3	0.3	0.3
chr7:35310725_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0.02	0.02	0.02	0.04	0.06	0.08	0.1	0.1	0.1	0.1	0.1	0.1	0.12	0.14	0.14
chr7:41492743_-	0.24	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.28	0.28	0.28	0.28	0.28	0.3	0.32	0.32	0.3	0.3	0.3	0.3	0.3	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.3	0.32	0.32	0.32	0.32	0.34	0.34	0.34	0.34	0.36	0.38	0.36	0.36	0.34
chr7:45527426_+	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.22	0.2	0.18	0.18	0.16	0.16	0.16	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.1	0.1	0.1	0.08	0.08	0.08	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.04	0.04	0.02	0.02	0.02	0.02	0.02	0.02
chr7:46065736_+	0.14	0.14	0.14	0.16	0.16	0.18	0.2	0.2	0.2	0.2	0.2	0.22	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.26	0.24	0.24	0.26	0.26	0.24	0.24	0.24	0.26	0.28	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.24	0.24	0.26	0.26	0.26	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28
chr7:46595429_-	0.28	0.26	0.26	0.26	0.28	0.26	0.26	0.26	0.26	0.24	0.24	0.22	0.22	0.24	0.24	0.24	0.24	0.26	0.24	0.26	0.26	0.26	0.24	0.22	0.22	0.22	0.22	0.2	0.2	0.2	0.2	0.18	0.18	0.18	0.18	0.18	0.18	0.16	0.16	0.16	0.16	0.18	0.18	0.16	0.16	0.18	0.18	0.18	0.18	0.18	0.2
chr7:47241373_-	0.08	0.06	0.06	0.06	0.06	0.06	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.12	0.12	0.12	0.12	0.14	0.14	0.14	0.14	0.12	0.12	0.12	0.12	0.12	0.12	0.1	0.1	0.1	0.1	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08
chr7:4960059_-	0.48	0.48	0.48	0.48	0.46	0.46	0.44	0.44	0.42	0.42	0.4	0.4	0.38	0.38	0.38	0.38	0.38	0.38	0.36	0.36	0.34	0.34	0.32	0.32	0.3	0.3	0.28	0.28	0.26	0.28	0.26	0.26	0.24	0.24	0.22	0.22	0.2	0.2	0.2	0.2	0.18	0.18	0.16	0.16	0.16	0.16	0.14	0.14	0.12	0.12	0.12
chr7:5028847_+	0.12	0.12	0.12	0.1	0.1	0.1	0.1	0.08	0.08	0.08	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.08	0.1	0.1	0.1	0.1	0.1	0.1	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.14	0.14	0.14	0.14	0.14	0.14	0.16	0.18	0.2	0.2	0.18	0.18	0.18	0.2	0.18	0.18	0.18	0.18	0.18
chr7:58765769_+	0.5	0.5	0.5	0.5	0.48	0.48	0.46	0.46	0.44	0.44	0.42	0.42	0.4	0.42	0.4	0.4	0.38	0.38	0.36	0.36	0.34	0.34	0.32	0.32	0.3	0.3	0.28	0.3	0.28	0.28	0.26	0.26	0.24	0.24	0.22	0.24	0.22	0.24	0.22	0.24	0.22	0.22	0.2	0.2	0.18	0.2	0.18	0.18	0.16	0.16	0.14
chr7:59267670_+	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.14	0.14	0.14	0.12	0.12	0.12	0.14	0.14	0.14	0.14	0.14	0.14	0.12	0.1	0.1	0.1	0.08	0.08	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.04	0.04	0.04	0.04	0.06	0.06	0.06	0.06	0.06	0.06	0.06
chr7:65362884_-	0.24	0.24	0.24	0.24	0.24	0.24	0.22	0.22	0.22	0.22	0.24	0.24	0.26	0.24	0.24	0.24	0.26	0.26	0.26	0.26	0.26	0.28	0.26	0.24	0.24	0.24	0.24	0.24	0.22	0.22	0.22	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.18	0.2	0.2	0.18	0.18	0.2	0.22	0.2	0.2	0.22	0.2	0.2
chr7:67956092_+	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.1	0.1	0.08	0.08	0.08	0.08	0.1	0.12	0.1	0.1	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.08	0.08	0.08	0.1	0.1	0.1	0.1	0.1	0.12	0.14
chr7:68118915_+	0.22	0.22	0.22	0.22	0.24	0.24	0.24	0.24	0.22	0.22	0.22	0.2	0.2	0.2	0.18	0.18	0.18	0.16	0.16	0.16	0.14	0.14	0.14	0.16	0.14	0.16	0.18	0.18	0.2	0.2	0.2	0.2	0.18	0.16	0.16	0.16	0.16	0.16	0.16	0.18	0.2	0.18	0.18	0.18	0.18	0.18	0.2	0.2	0.2	0.2	0.2
chr7:73531302_-	0.26	0.26	0.26	0.26	0.28	0.28	0.28	0.28	0.28	0.3	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.26	0.28	0.3	0.28	0.26	0.26	0.26	0.28	0.28	0.28	0.28	0.28	0.26	0.24	0.24	0.22	0.24	0.22	0.22	0.2	0.2	0.22	0.22	0.22	0.22	0.22	0.22	0.2	0.2
chr7:78896286_+	0.26	0.26	0.26	0.26	0.24	0.24	0.22	0.2	0.2	0.2	0.18	0.18	0.18	0.18	0.18	0.16	0.18	0.18	0.18	0.18	0.18	0.16	0.18	0.2	0.22	0.24	0.24	0.24	0.24	0.26	0.26	0.26	0.26	0.26	0.26	0.28	0.26	0.26	0.28	0.28	0.26	0.28	0.3	0.3	0.3	0.28	0.28	0.28	0.3	0.3	0.3
chr7:80061504_+	0.32	0.32	0.34	0.34	0.34	0.34	0.32	0.34	0.36	0.38	0.38	0.38	0.38	0.36	0.36	0.36	0.36	0.34	0.32	0.34	0.32	0.32	0.32	0.3	0.3	0.28	0.28	0.3	0.3	0.3	0.3	0.28	0.26	0.28	0.26	0.24	0.24	0.24	0.26	0.26	0.26	0.24	0.24	0.22	0.2	0.2	0.2	0.22	0.22	0.22	0.22
