	ID	strand	Same Strand: Host_gene_name	Same Strand: Host_gene_ensembl_id	Same Strand: Repeat_Type	Same Strand: RNA_type_Classification	Transcript	CLIP_LISI_Dist	ID_LINESINE	repClass_LINESINE	repName_LINESINE
505	chr8:69210615-69210658	+	Zfp930	ENSMUSG00000059897	NA	protein_coding: Intron	ENSMUST00000212681	3461	chr8:69214076-69214222	SINE	B1_Mus1
506	chr8:69953561-69953622	-	Gatad2a	ENSMUSG00000036180	SINE	Repeat Element	ENSMUST00000116463	-46	chr8:69953607-69953791	SINE	B2_Mm2
507	chr8:69995201-69995240	-	Gatad2a	ENSMUSG00000036180	NA	protein_coding: Intron	ENSMUST00000065169	7476	chr8:69987612-69987725	SINE	PB1D11
508	chr8:70140560-70140602	+	Borcs8,Mef2b	ENSMUSG00000002345,ENSMUSG00000079033	NA	protein_coding: Intron	ENSMUST00000002418	228	chr8:70140788-70140915	SINE	B1_Mur2
509	chr8:72519794-72519847	-	Med26	ENSMUSG00000045248	NA	protein_coding: Intron	ENSMUST00000058534	-933	chr8:72520727-72520880	SINE	B3
510	chr8:85018729-85018785	-	Asna1	ENSMUSG00000052456	NA	protein_coding: Intron	ENSMUST00000064314	259	chr8:85018423-85018470	SINE	ID4_
511	chr8:95480535-95480571	-	Csnk2a2	ENSMUSG00000046707	NA	protein_coding: Intron	ENSMUST00000056919	-1595	chr8:95482130-95482235	SINE	PB1D10
512	chr9:106285553-106285575	+	Poc1a	ENSMUSG00000023345	NA	protein_coding: Intron	ENSMUST00000072206	-2072	chr9:106283361-106283481	SINE	PB1D9
513	chr9:110085896-110085927	-	Dhx30	ENSMUSG00000032480	NA	protein_coding: Intron	ENSMUST00000062368	-3922	chr9:110089818-110089932	SINE	B1_Mur4
514	chr9:111216592-111216634	+	Lrrfip2	ENSMUSG00000032497	NA	protein_coding: Intron	ENSMUST00000196981	-193	chr9:111216257-111216399	SINE	B1_Mur4
515	chr9:121351940-121351974	+	Trak1	ENSMUSG00000032536	NA	protein_coding: Intron	ENSMUST00000210798	-305	chr9:121351568-121351635	LINE	X3_LINE
516	chr9:19622478-19622520	+	Zfp317	ENSMUSG00000057551	NA	protein_coding: Intron	ENSMUST00000208694	366	chr9:19622844-19622935	LINE	L1MB4
517	chr9:22305618-22305681	-	Zfp810	ENSMUSG00000066829	SINE	Repeat Element	ENSMUST00000086278	-44	chr9:22305662-22305809	SINE	B1_Mus2
518	chr9:24578504-24578565	-	Dpy19l2	ENSMUSG00000085576	SINE	Repeat Element	ENSMUST00000133010	0	chr9:24641490-24641627	LINE	L1MDa
519	chr9:32540595-32540617	-	Fli1	ENSMUSG00000016087	NA	protein_coding: Intron	ENSMUST00000016231	2431	chr9:32538118-32538164	SINE	MIRc
520	chr9:37500611-37500675	+	Msantd2	ENSMUSG00000042138	NA	protein_coding: Intron	ENSMUST00000048604	383	chr9:37500994-37501178	SINE	B2_Mm2
521	chr9:44409888-44409941	+	Rps25	ENSMUSG00000009927	NA	protein_coding: Intron	NA	NA	NA	NA	NA
522	chr9:44850652-44850680	-	Kmt2a	ENSMUSG00000002028	NA	protein_coding: Intron	ENSMUST00000002095	-3636	chr9:44854288-44854467	SINE	B2_Mm2
523	chr9:52126082-52126117	-	Zc3h12c	ENSMUSG00000035164	NA	protein_coding: Intron	ENSMUST00000213645	1318	chr9:52124623-52124764	SINE	B1_Mus2
524	chr9:59314217-59314266	+	Adpgk	ENSMUSG00000025236	NA	protein_coding: Intron	ENSMUST00000217570	-4584	chr9:59309536-59309633	SINE	PB1D10
525	chr9:65642251-65642315	+	Rbpms2	ENSMUSG00000032387	NA	protein_coding: Intron	ENSMUST00000055844	112	chr9:65642363-65642392	SINE	ID_B1
526	chr9:65980669-65980706	+	Csnk1g1	ENSMUSG00000032384	NA	protein_coding: Intron	ENSMUST00000034949	-93	chr9:65980481-65980576	SINE	B1_Mm
527	chr9:66102980-66103032	-	Snx1	ENSMUSG00000032382	NA	protein_coding: Intron	ENSMUST00000034946	-896	chr9:66103876-66103992	SINE	PB1D7
528	chr9:66457036-66457073	+	Herc1	ENSMUSG00000038664	SINE	Repeat Element	ENSMUST00000042824	0	chr9:66352657-66352746	SINE	ID_B1
529	chr9:67026499-67026536	-	Tpm1	ENSMUSG00000032366	NA	protein_coding: Intron	ENSMUST00000113707	-2507	chr9:67029006-67029152	SINE	B1_Mur1
530	chr9:71629660-71629700	-	Cgnl1	ENSMUSG00000032232	SINE	Repeat Element	ENSMUST00000072899	-28	chr9:71629688-71629915	SINE	ID_B1
531	chr9:71958076-71958129	-	Tcf12	ENSMUSG00000032228	NA	protein_coding: Intron	ENSMUST00000183404	-571	chr9:71958647-71958789	SINE	B4A
532	chr9:72293639-72293680	+	Zfp280d	ENSMUSG00000038535	NA	protein_coding: Intron	ENSMUST00000098576	269	chr9:72293908-72294099	SINE	B2_Mm1t
533	chr9:72581297-72581336	+	Rfx7	ENSMUSG00000037674	NA	protein_coding: Intron	ENSMUST00000163401	912	chr9:72582209-72582291	SINE	B2_Mm2
534	chr9:77938144-77938184	+	Elovl5	ENSMUSG00000032349	NA	protein_coding: Intron	ENSMUST00000034904	323	chr9:77938467-77938809	LINE	L1MA5
535	chr9:86410426-86410462	-	Ube2cbp	ENSMUSG00000032415	NA	protein_coding: Intron	ENSMUST00000034986	3096	chr9:86407179-86407330	SINE	RSINE1
536	chr9:90095250-90095290	-	Morf4l1	ENSMUSG00000062270	NA	protein_coding: Intron	ENSMUST00000169860	259	chr9:90094883-90094991	SINE	B1_Mus2
537	chr9:95869712-95869750	+	Atr	ENSMUSG00000032409	NA	protein_coding: Intron	ENSMUST00000034980	672	chr9:95870384-95870435	SINE	ID4_
538	chr9:95916730-95916773	+	Atr	ENSMUSG00000032409	NA	protein_coding: Intron	ENSMUST00000034980	-1125	chr9:95915306-95915605	SINE	B4
539	chrX:101650939-101650976	+	Ogt	ENSMUSG00000034160	NA	protein_coding: Intron	ENSMUST00000044475	-762	chrX:101649991-101650177	SINE	B2_Mm2
540	chrX:113050260-113050302	-	Chm	ENSMUSG00000025531	NA	protein_coding: Intron	ENSMUST00000026607	895	chrX:113049154-113049365	SINE	B3
541	chrX:113305330-113305367	+	Dach2	ENSMUSG00000025592	NA	protein_coding: Intron	ENSMUST00000067219	205	chrX:113305535-113305591	SINE	ID4
542	chrX:12593810-12593838	+	Atp6ap2	ENSMUSG00000031007	SINE	Repeat Element	ENSMUST00000033313	0	chrX:12588916-12589064	SINE	B1_Mur3
543	chrX:12705311-12705349	-	Med14	ENSMUSG00000064127	SINE	Repeat Element	ENSMUST00000096495	0	chrX:12678404-12678518	SINE	PB1D10
544	chrX:130250544-130250585	+	Diaph2	ENSMUSG00000034480	NA	protein_coding: Intron	ENSMUST00000037854	-305	chrX:130250050-130250239	SINE	ID_B1
545	chrX:142695487-142695550	+	Tmem164	ENSMUSG00000047045	NA	protein_coding: Intron	ENSMUST00000087333	-641	chrX:142694643-142694846	SINE	MIR
546	chrX:150541186-150541219	-	Apex2	ENSMUSG00000025269	NA	protein_coding: Intron	ENSMUST00000112725	-171	chrX:150541357-150541478	SINE	B3
547	chrX:151085345-151085397	+	Fgd1	ENSMUSG00000025265	LINE	Repeat Element	ENSMUST00000026296	0	chrX:151049362-151049746	LINE	L2a
548	chrX:151905782-151905818	+	Huwe1	ENSMUSG00000025261	NA	protein_coding: Intron	ENSMUST00000026292	-721	chrX:151904843-151905061	LINE	L1_Mus2
549	chrX:157468739-157468792	-	Sms	ENSMUSG00000071708	NA	protein_coding: Intron	ENSMUST00000112529	-374	chrX:157469113-157469169	LINE	L1MA5
550	chrX:160653342-160653383	-	Ppef1	ENSMUSG00000062168	LINE	Repeat Element	ENSMUST00000071204	-33	chrX:160653375-160659607	LINE	L1Md_T
551	chrX:167932139-167932193	-	Frmpd4	ENSMUSG00000049176	SINE	Repeat Element	ENSMUST00000238709	0	chrX:167772133-167772187	LINE	L1MC4
552	chrX:20680532-20680564	+	Uba1	ENSMUSG00000001924	NA	protein_coding: Intron	ENSMUST00000001989	-1310	chrX:20679047-20679222	SINE	MIRb
553	chrX:38419895-38419931	-	Lamp2	ENSMUSG00000016534	NA	protein_coding: Intron	ENSMUST00000061755	-3283	chrX:38423178-38423319	SINE	ID_B1
554	chrX:41865140-41865186	-	Thoc2	ENSMUSG00000037475	SINE	Repeat Element	ENSMUST00000047037	0	chrX:41800512-41800582	SINE	ID4_
555	chrX:48277218-48277276	+	Utp14a	ENSMUSG00000063785	NA	protein_coding: Intron	ENSMUST00000080713	-54	chrX:48277085-48277164	LINE	L2c
556	chrX:51618556-51618592	-	Hs6st2	ENSMUSG00000062184	NA	protein_coding: Intron	ENSMUST00000114871	1308	chrX:51616907-51617248	LINE	L1_Mus3
557	chrX:69738757-69738809	+	Aff2	ENSMUSG00000031189	NA	protein_coding: Intron	ENSMUST00000033532	2925	chrX:69741682-69742057	LINE	L1_Mus4
558	chrX:77566506-77566550	+	Tbl1x	ENSMUSG00000025246	NA	protein_coding: Intron	ENSMUST00000088217	108	chrX:77566614-77566731	SINE	B1_Mus2
559	chrX:7865397-7865436	+	Otud5	ENSMUSG00000031154	NA	protein_coding: Intron	ENSMUST00000115668	-769	chrX:7864481-7864628	SINE	B1_Mus2
