ID	strand	Average MAPQ	Counts_Unique	Counts_Multimappers_All	Counts_Multimappers_Scaled	Counts_Multimappers_BestMapping	Multimaped Reads %	Control:Counts_Unique	Control:Counts_Multimappers_All	Control:Counts_Multimappers_Scaled	Control:Counts_Multimappers_BestMapping	Same Strand: Host_gene_name	Same Strand: Host_gene_ensembl_id	Same Strand: RNA_type	Same Strand: Repeat_Type	Same Strand: Intron Exon	Same Strand: RNA_type_Classification	Same Strand: ncRNA_Classification	Opposite Strand: Host_gene_name	Opposite Strand: Host_gene_ensembl_id	Opposite Strand: RNA_type	Opposite Strand: Repeat_Type	Opposite Strand: Intron Exon	Opposite Strand: RNA_type_Classification	Opposite Strand: ncRNA_Classification	Both Strand: RNA_type_Classification	MM_number	MM_Alt_Peaktype	MM_Same_Peaktype	MM_biotype	MM_Prec_Alt_Peaktype	MM_Alt_Alignments	iCount_peak
chr7:41590572-41590606	-		8	8	8	8	0	1	1	1	1						no Feature					LTR		Repeat Element		Antisense Feature							0
chr7:4185525-4185581	-		11	11	11	11	0	0	0	0	0				LINE,LTR		Repeat Element					Simple_repeat		Repeat Element		Repeat Element							0
chr7:41983142-41983180	-		15	16	15.5	16	6.25	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr7:42119384-42119436	-		5	5	5	5	0	0	0	0	0				LINE		Repeat Element		Vmn2r60	ENSMUSG00000090619	protein_coding		intron	protein_coding: Intron		Repeat Element							0
chr7:42474865-42474913	-		56	56	56	56	0	2	2	2	2	Zfp141	ENSMUSG00000092416	protein_coding	Satellite	exon	protein_coding: exon							no Feature		protein_coding: exon							1
chr7:42816242-42816285	-		79	79	79	79	0	2	2	2	2						no Feature							no Feature		no Feature							1
chr7:43220850-43220881	+		37	37	37	37	0	1	1	1	1	EU599041	ENSMUSG00000074887	lncRNA	LTR		Repeat Element							no Feature		Repeat Element							0
chr7:43519104-43519153	+		9	12	10.33	11	25	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr7:44982515-44982566	+		10	12	10.83	12	16.6666666666667	0	0	0	0						no Feature		Prmt1	ENSMUSG00000109324	protein_coding	SINE	intron	Repeat Element		Antisense Feature							0
chr7:45334087-45334150	-		6	11	6.51	7	45.4545454545455	0	1	0.01	0				Satellite		Repeat Element							no Feature		Repeat Element							0
chr7:45527426-45527472	+		13	13	13	13	0	0	0	0	0	Plekha4	ENSMUSG00000040428	protein_coding		intron	protein_coding: Intron					SINE		Repeat Element		Antisense Feature							0
chr7:45986488-45986509	+		9	9	9	9	0	0	0	0	0						no Feature		Abcc6	ENSMUSG00000030834	protein_coding		exon	protein_coding: exon		Antisense Feature							0
chr7:46065736-46065770	+		46	46	46	46	0	1	1	1	1	Nomo1	ENSMUSG00000030835	protein_coding		intron	protein_coding: Intron					SINE		Repeat Element		Antisense Feature							1
chr7:46595387-46595429	-		37	37	37	37	0	1	1	1	1	Sergef	ENSMUSG00000030839	protein_coding		intron	protein_coding: Intron							no Feature		protein_coding: Intron							0
chr7:46881037-46881077	-		5	9	5.5	5	44.4444444444444	0	0	0	0						no Feature					LTR,Simple_repeat		Repeat Element		Antisense Feature							0
chr7:46881049-46881136	+		6	14	7.17	7	57.1428571428571	0	0	0	0				LTR,Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr7:46883378-46883432	+		7	8	7.5	7	12.5	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr7:47079591-47079665	-		32	37	33.33	33	13.5135135135135	0	0	0	0	Ptpn5	ENSMUSG00000030854	protein_coding		intron,exon	protein_coding: Intron					Simple_repeat		Repeat Element		Antisense Feature							0
chr7:47241337-47241373	-		5	5	5	5	0	0	0	0	0	Mrgpra9	ENSMUSG00000074111	protein_coding		intron	protein_coding: Intron					LINE		Repeat Element		Antisense Feature							0
chr7:47505535-47505594	-		11	19	14.29	14	42.1052631578947	0	0	0	0	Gm7255,Mrgpra2b	ENSMUSG00000096719,ENSMUSG00000101780	pseudogene	Other	intron	Repeat Element					LTR,Simple_repeat		Repeat Element		Repeat Element							0
chr7:47923967-47924029	-		7	12	7.59	9	41.6666666666667	0	0	0	0						no Feature					SINE,Simple_repeat		Repeat Element		Antisense Feature							0
chr7:48297854-48297895	-		10	12	10.27	10	16.6666666666667	0	0	0	0				LINE		Repeat Element					Simple_repeat		Repeat Element		Repeat Element							0
chr7:48471991-48472046	+		5	8	6.11	5	37.5	0	0	0	0				LINE		Repeat Element							no Feature		Repeat Element							0
chr7:48775243-48775297	-		6	8	6.27	7	25	0	0	0	0						no Feature					SINE,Simple_repeat		Repeat Element		Antisense Feature							0
chr7:4959995-4960059	-		12	16	12.52	12	25	0	0	0	0	Sbk2	ENSMUSG00000030433	protein_coding	SINE	intron	Repeat Element					Simple_repeat		Repeat Element		Repeat Element							0
chr7:49945783-49945838	+		5	17	5.01	5	70.5882352941177	0	0	0	0	Slc6a5	ENSMUSG00000039728	protein_coding	Simple_repeat	intron	Repeat Element					SINE		Repeat Element		Repeat Element							0
chr7:49977257-49977303	+		5	6	5.5	6	16.6666666666667	0	0	0	0	Nell1	ENSMUSG00000055409	protein_coding	Simple_repeat	intron	Repeat Element					Satellite		Repeat Element		Repeat Element							0
chr7:50086219-50086281	+		9	9	9	9	0	0	0	0	0	Nell1	ENSMUSG00000055409	protein_coding	Simple_repeat	intron	Repeat Element							no Feature		Repeat Element							0
chr7:5028847-5028888	+		5	5	5	5	0	0	0	0	0	Gm44973,Zfp865	ENSMUSG00000074405,ENSMUSG00000109129	protein_coding		intron	protein_coding: Intron							no Feature		protein_coding: Intron							0
chr7:52338719-52338762	-		8	15	9.6	10	46.6666666666667	0	0	0	0				LTR		Repeat Element							no Feature		Repeat Element							1
chr7:53887533-53887579	+		8	8	8	8	0	0	0	0	0				LTR		Repeat Element							no Feature		Repeat Element							0
chr7:55145241-55145299	-		9	12	9.53	9	25	0	0	0	0						no Feature		Luzp2	ENSMUSG00000063297	protein_coding	Simple_repeat	intron	Repeat Element		Antisense Feature							0
chr7:55159553-55159609	-		5	8	6.33	6	37.5	0	0	0	0				LINE		Repeat Element		Luzp2	ENSMUSG00000063297	protein_coding	Simple_repeat	intron	Repeat Element		Repeat Element							0
chr7:55372530-55372591	-		8	11	9.01	9	27.2727272727273	0	0	0	0				LINE		Repeat Element					Simple_repeat		Repeat Element		Repeat Element							0
chr7:55530857-55530917	+		8	16	10.98	12	50	0	0	0	0				LINE,Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr7:56550381-56550445	+		29	37	31.75	33	21.6216216216216	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr7:56805830-56805891	+		5	8	6.5	7	37.5	0	0	0	0						no Feature		Gabrg3	ENSMUSG00000055026	protein_coding	LTR	intron	Repeat Element		Antisense Feature							0
chr7:57221441-57221482	+		37	38	37.5	37	2.63157894736842	2	2	2	2				LTR		Repeat Element		Gabrg3	ENSMUSG00000055026	protein_coding		intron	protein_coding: Intron		Repeat Element							1
chr7:57452537-57452572	+		5	7	5.43	5	28.5714285714286	0	0	0	0	Gabrb3	ENSMUSG00000033676	protein_coding	Simple_repeat	intron	Repeat Element		Gabra5	ENSMUSG00000055078	protein_coding		intron	protein_coding: Intron		Repeat Element							0
chr7:58399324-58399394	+		107	715	285.94	279	85.034965034965	0	20	5.92	3	tRNA-Glu-GAG_		tRNA			ncRNA	tRNA						no Feature	tRNA	ncRNA	1007	0	1007	tRNA	0	chr1:34434806-34434874_tRNA, chr13:23463543-23463612_tRNA, chr14:76152783-76152855_tRNA, chr14:79481677-79481746_tRNA, chr9:104408657-104408730_tRNA	1
chr7:58765769-58765833	+		14	30	17.65	19	53.3333333333333	0	0	0	0	Atp10a	ENSMUSG00000025324	protein_coding		intron	protein_coding: Intron					LTR		Repeat Element		Antisense Feature							0
chr7:59267670-59267731	+		41	41	41	41	0	1	1	1	1	Ube3a	ENSMUSG00000025326	protein_coding		intron	protein_coding: Intron					LINE		Repeat Element		Antisense Feature							1
chr7:59915330-59915382	+		9	13	10.39	10	30.7692307692308	0	0	0	0				LINE		Repeat Element							no Feature		Repeat Element							0
chr7:6047299-6047352	-		10	17	11.01	10	41.1764705882353	0	0	0	0						no Feature		Nlrp4c	ENSMUSG00000034690	protein_coding	Simple_repeat	intron	Repeat Element		Antisense Feature							0
chr7:60822223-60822277	+		8	8	8	8	0	0	0	0	0				LINE		Repeat Element							no Feature		Repeat Element							0
chr7:61855786-61855822	-		6	7	6.5	7	14.2857142857143	0	0	0	0	A230057D06Rik	ENSMUSG00000109394	lncRNA			lncRNA					Simple_repeat		Repeat Element		Antisense Feature							0
chr7:63971766-63971813	+		5	5	5	5	0	0	0	0	0				Simple_repeat		Repeat Element					SINE		Repeat Element		Repeat Element							0
chr7:64014548-64014602	-		5	5	5	5	0	0	0	0	0				SINE		Repeat Element		Gm32633	ENSMUSG00000108393	lncRNA			lncRNA		Repeat Element							0
chr7:64855820-64855869	+		6	6	6	6	0	0	0	0	0				Simple_repeat		Repeat Element		Fam189a1	ENSMUSG00000030518	protein_coding		intron	protein_coding: Intron		Repeat Element							0
chr7:64898499-64898557	+		6	7	6	6	14.2857142857143	0	0	0	0				DNA,Simple_repeat		Repeat Element		Fam189a1	ENSMUSG00000030518	protein_coding		intron	protein_coding: Intron		Repeat Element							0
chr7:65362841-65362884	-		46	46	46	46	0	2	2	2	2	Tjp1	ENSMUSG00000030516	protein_coding		intron	protein_coding: Intron					SINE		Repeat Element		Antisense Feature							1
chr7:65381009-65381056	-		5	6	5.2	5	16.6666666666667	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr7:66100471-66100522	+		8	10	8	8	20	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr7:66236096-66236136	+		5	8	6.11	6	37.5	0	0	0	0						no Feature					LINE		Repeat Element		Antisense Feature							0
chr7:66928926-66928976	+		13	14	13.5	13	7.14285714285714	0	0	0	0	Adamts17	ENSMUSG00000058145	protein_coding	Simple_repeat	intron	Repeat Element							no Feature		Repeat Element							0
chr7:67201327-67201372	+		8	10	8.58	9	20	0	0	0	0				Simple_repeat		Repeat Element					LINE		Repeat Element		Repeat Element							0
chr7:67459329-67459384	-		8	17	9.34	9	52.9411764705882	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr7:67956092-67956138	+		51	51	51	51	0	2	2	2	2	Igf1r	ENSMUSG00000005533	protein_coding	LINE	intron	Repeat Element							no Feature		Repeat Element							1
chr7:68118915-68118957	+		64	65	64.5	65	1.53846153846154	2	2	2	2	Igf1r	ENSMUSG00000005533	protein_coding	SINE	intron	Repeat Element							no Feature		Repeat Element							0
chr7:68265122-68265183	-		12	16	13.42	13	25	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr7:68952184-68952237	-		32	56	44	43	42.8571428571429	1	1	1	1	Gm23795	ENSMUSG00000065940	snoRNA			ncRNA	snoRNA						no Feature	snoRNA	ncRNA	17	0	17	snoRNA	0	chr11:97781719-97781782_snoRNA	0
chr7:69590204-69590257	-		5	9	5	5	44.4444444444444	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr7:70919073-70919122	+		10	16	12.5	13	37.5	0	0	0	0	Gm42397	ENSMUSG00000109532	lncRNA	Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr7:71045291-71045336	-		6	10	7.58	8	40	0	0	0	0						no Feature		Gm42397	ENSMUSG00000109532	lncRNA	Simple_repeat		Repeat Element		Antisense Feature							0
chr7:71247737-71247791	+		8	9	8.5	8	11.1111111111111	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr7:71447087-71447166	+		6	13	8.03	9	53.8461538461538	1	1	1	1				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr7:7209511-7209575	-		60	60	60	60	0	3	3	3	3	Zfp772	ENSMUSG00000066838	protein_coding		intron	protein_coding: Intron					Simple_repeat		Repeat Element		Antisense Feature							1
chr7:73020696-73020759	+		11	12	11.5	12	8.33333333333333	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr7:73531272-73531302	-		9	13	11	11	30.7692307692308	0	0	0	0	Chd2	ENSMUSG00000078671	protein_coding		intron	protein_coding: Intron					SINE		Repeat Element		Antisense Feature							0
chr7:73739849-73739889	-		42	42	42	42	0	1	1	1	1						no Feature							no Feature		no Feature							1
chr7:74806202-74806239	-		5	5	5	5	0	0	0	0	0						no Feature					LINE,Simple_repeat		Repeat Element		Antisense Feature							0
chr7:75235199-75235254	-		9	12	9.56	9	25	0	0	0	0	Sv2b	ENSMUSG00000053025	protein_coding		intron	protein_coding: Intron					Simple_repeat		Repeat Element		Antisense Feature							0
chr7:75638303-75638350	+		8	11	8.26	8	27.2727272727273	0	0	0	0	Akap13	ENSMUSG00000066406	protein_coding	Simple_repeat	intron	Repeat Element							no Feature		Repeat Element							0
chr7:76023597-76023632	-		6	9	7	6	33.3333333333333	0	0	0	0				LINE		Repeat Element							no Feature		Repeat Element							0
chr7:76221250-76221310	+		13	14	13	13	7.14285714285714	0	0	0	0				Simple_repeat		Repeat Element					SINE		Repeat Element		Repeat Element							0
chr7:76574109-76574180	-		14	14	14	14	0	0	0	0	0						no Feature		Agbl1	ENSMUSG00000025754	protein_coding	Simple_repeat	intron	Repeat Element		Antisense Feature							0
chr7:78453339-78453396	-		13	13	13	13	0	0	0	0	0	Ntrk3	ENSMUSG00000059146	protein_coding		intron,exon	protein_coding: Intron					Simple_repeat		Repeat Element		Antisense Feature							0
chr7:78837809-78837872	+		7	7	7	7	0	0	0	0	0				Simple_repeat		Repeat Element		Det1	ENSMUSG00000030610	protein_coding		intron	protein_coding: Intron		Repeat Element							0
chr7:78896286-78896338	+		25	25	25	25	0	1	1	1	1	Aen	ENSMUSG00000030609	protein_coding		intron	protein_coding: Intron							no Feature		protein_coding: Intron							1
chr7:78932555-78932590	+		6	18	7.47	7	66.6666666666667	0	0	0	0				SINE		Repeat Element							no Feature		Repeat Element							0
chr7:79466444-79466493	+		571	574	572.2	573	0.522648083623693	24	24	24	24	tRNA-Arg-CGA_		tRNA			ncRNA	tRNA						no Feature	tRNA	ncRNA	1	0	1	tRNA	0	chr3:19627957-19628005_tRNA	1
chr7:79924977-79925021	+		10	10	10	10	0	0	0	0	0				SINE		Repeat Element							no Feature		Repeat Element							0
chr7:80061504-80061560	+		58	59	58.5	58	1.69491525423729	2	2	2	2	Zfp710	ENSMUSG00000048897	protein_coding		intron	protein_coding: Intron							no Feature		protein_coding: Intron							1
chr7:80339705-80339760	-		5	8	5.01	5	37.5	0	0	0	0	Unc45a	ENSMUSG00000030533	protein_coding		exon,intron	protein_coding: Intron					Simple_repeat		Repeat Element		Antisense Feature							0
chr7:80801203-80801252	-		7	8	7.33	8	12.5	0	0	0	0	Iqgap1	ENSMUSG00000030536	protein_coding		intron	protein_coding: Intron					SINE,Simple_repeat		Repeat Element		Antisense Feature							0
chr7:80813427-80813467	-		9	9	9	9	0	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr7:80813439-80813494	+		23	26	24.33	24	11.5384615384615	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr7:81226560-81226597	+		5	14	6.92	8	64.2857142857143	0	0	0	0	Pde8a	ENSMUSG00000025584	protein_coding		intron	protein_coding: Intron					SINE		Repeat Element		Antisense Feature							0
chr7:82107980-82108011	-		10	11	10.33	10	9.09090909090909	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr7:84054322-84054375	+		5	6	5.2	5	16.6666666666667	0	0	0	0				Simple_repeat		Repeat Element		Cemip	ENSMUSG00000052353	protein_coding		intron	protein_coding: Intron		Repeat Element							0
chr7:85112224-85112258	-		8	8	8	8	0	0	0	0	0				LINE		Repeat Element							no Feature		Repeat Element							0
chr7:88971741-88971788	-		7	7	7	7	0	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr7:89339928-89339980	+		6	9	6.68	7	33.3333333333333	0	0	0	0	Gm44995	ENSMUSG00000109327	lncRNA	SINE,Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr7:91520511-91520558	+		6	24	6.71	6	75	0	0	0	0	Dlg2	ENSMUSG00000052572	protein_coding	Simple_repeat	intron	Repeat Element							no Feature		Repeat Element							0
chr7:91670839-91670900	+		5	7	5.83	5	28.5714285714286	0	0	0	0	Dlg2	ENSMUSG00000052572	protein_coding	Simple_repeat	intron	Repeat Element							no Feature		Repeat Element							0
chr7:91716283-91716341	-		7	11	8.53	10	36.3636363636364	0	0	0	0						no Feature		Dlg2	ENSMUSG00000052572	protein_coding	Simple_repeat	intron	Repeat Element		Antisense Feature							0
chr7:91859480-91859529	-		5	16	5.39	5	68.75	0	0	0	0				LTR		Repeat Element		Dlg2	ENSMUSG00000052572	protein_coding	LTR	intron	Repeat Element		Repeat Element							0
chr7:92201252-92201289	+		5	8	5.53	6	37.5	0	0	0	0	Dlg2	ENSMUSG00000052572	protein_coding	Simple_repeat	intron	Repeat Element					SINE		Repeat Element		Repeat Element							0
chr7:9237231-9237284	+		5	14	7.63	8	64.2857142857143	0	0	0	0				LINE		Repeat Element							no Feature		Repeat Element							0
chr7:92486757-92486812	-		7	19	8.52	8	63.1578947368421	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr7:92542762-92542828	-		9	14	10.5	9	35.7142857142857	0	0	0	0						no Feature					SINE,Simple_repeat		Repeat Element		Antisense Feature							0
chr7:92571513-92571581	+		20	21	20.33	20	4.76190476190476	0	0	0	0	Ccdc90b	ENSMUSG00000030613	protein_coding	Simple_repeat	intron	Repeat Element							no Feature		Repeat Element							0
chr7:93784116-93784170	-		19	29	19.83	20	34.4827586206897	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr7:93874489-93874551	-		10	18	13.38	12	44.4444444444444	0	1	0.5	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr7:94417289-94417348	-		6	13	7.07	6	53.8461538461538	0	0	0	0						no Feature		Gm32647	ENSMUSG00000108532	lncRNA	Simple_repeat,Low_complexity		Repeat Element		Antisense Feature							0
chr7:94599200-94599258	-		5	10	5.95	5	50	0	0	0	0						no Feature		Gm32647	ENSMUSG00000108532	lncRNA	Simple_repeat		Repeat Element		Antisense Feature							0
chr7:94655956-94656008	+		6	14	7.26	9	57.1428571428571	0	0	0	0	Gm32647	ENSMUSG00000108532	lncRNA	Satellite		Repeat Element							no Feature		Repeat Element							0
chr7:94692476-94692558	+		12	45	19.26	21	73.3333333333333	0	0	0	0	Gm32647	ENSMUSG00000108532	lncRNA	Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr7:95660314-95660369	+		5	6	5.33	5	16.6666666666667	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr7:95897829-95897879	-		5	8	6.5	5	37.5	0	0	0	0				LTR		Repeat Element					Simple_repeat		Repeat Element		Repeat Element							0
chr7:96044079-96044125	-		5	10	5.38	7	50	0	0	0	0				Satellite		Repeat Element							no Feature		Repeat Element							0
chr7:96048988-96049039	+		10	20	13.23	12	50	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr7:97174153-97174227	-		16	23	18.48	19	30.4347826086957	0	0	0	0				LINE,LTR		Repeat Element		Gab2	ENSMUSG00000004508	protein_coding		intron	protein_coding: Intron		Repeat Element							0
chr7:97549733-97549879	-		6	6	6	6	0	0	0	0	0	SSU-rRNA_Hsa		rRNA			ncRNA	rRNA						no Feature	rRNA	ncRNA							0
chr7:97612676-97612720	+		89	89	89	89	0	7	7	7	7	Rsf1	ENSMUSG00000035623	protein_coding		intron	protein_coding: Intron		Rsf1os1	ENSMUSG00000086433	lncRNA			lncRNA		Antisense Feature							1
chr7:98504655-98504712	+		13	31	13.8	15	58.0645161290323	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr7:98815451-98815485	+		6	8	6.12	6	25	0	0	0	0	tRNA-Pro-CCA		tRNA			ncRNA	tRNA						no Feature	tRNA	ncRNA							0
chr7:98825132-98825177	-		7	12	8.48	8	41.6666666666667	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr7:99527087-99527139	+		9	10	9.06	9	10	0	0	0	0				Simple_repeat		Repeat Element					SINE		Repeat Element		Repeat Element							0
chr7:99922054-99922097	-		7	7	7	7	0	0	0	0	0	Rnf169	ENSMUSG00000058761	protein_coding		exon	protein_coding: exon							no Feature		protein_coding: exon							0
chr7:99973264-99973315	-		52	52	52	52	0	2	2	2	2	Rnf169	ENSMUSG00000058761	protein_coding		intron	protein_coding: Intron							no Feature		protein_coding: Intron							1
chr8:100324040-100324080	-		8	12	8.19	9	33.3333333333333	0	1	0.01	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr8:101146117-101146174	+		17	20	18.04	19	15	0	0	0	0				SINE,Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr8:102724613-102724648	-		6	6	6	6	0	0	0	0	0	Cdh11	ENSMUSG00000031673	protein_coding		intron	protein_coding: Intron					Simple_repeat		Repeat Element		Antisense Feature							0
chr8:103501050-103501082	+		6	15	6.23	6	60	0	0	0	0				Satellite		Repeat Element							no Feature		Repeat Element							0
chr8:103607252-103607310	-		7	10	8.02	7	30	0	0	0	0						no Feature		4933400L20Rik	ENSMUSG00000110336	lncRNA	Simple_repeat		Repeat Element		Antisense Feature							0
chr8:103875265-103875313	+		7	8	7.5	7	12.5	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr8:104557177-104557220	-		8	13	9.27	9	38.4615384615385	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr8:104596232-104596273	+		54	55	54.5	54	1.81818181818182	1	1	1	1	Pdp2	ENSMUSG00000048371	protein_coding		exon	protein_coding: exon							no Feature		protein_coding: exon							0
chr8:104827981-104828036	-		7	10	7.5	7	30	0	0	0	0						no Feature					LTR,Simple_repeat		Repeat Element		Antisense Feature							0
chr8:10502198-10502259	-		18	19	18.25	18	5.26315789473684	0	0	0	0						no Feature		Myo16	ENSMUSG00000039057	protein_coding	Simple_repeat	intron	Repeat Element		Antisense Feature							0
chr8:105172547-105172600	+		13	61	13.62	14	78.6885245901639	1	2	1.01	1	Cbfb,Gm22063	ENSMUSG00000031885,ENSMUSG00000064494	protein_coding,snRNA		intron	ncRNA	snRNA						no Feature	snRNA	ncRNA	33	0	33	snRNA	0	chr1:12374959-12375048_snRNA, chr1:96617122-96617191_snRNA, chr11:87444476-87444557_snRNA, chr12:49009934-49009987_snRNA, chr19:33954258-33954339_snRNA, chr3:123743299-123743380_snRNA, chr5:72418715-72418796_snRNA, chr6:74451799-74451881_snRNA	0
chr8:105452828-105452863	-		11	16	12.24	12	31.25	0	0	0	0				SINE		Repeat Element		Lrrc36	ENSMUSG00000054320	protein_coding		intron	protein_coding: Intron		Repeat Element							0
chr8:105649633-105649669	+		6	8	7	8	25	0	0	0	0	Ctcf	ENSMUSG00000005698	protein_coding	Simple_repeat	intron	Repeat Element							no Feature		Repeat Element							0
chr8:105650242-105650287	-		18	22	19.48	18	18.1818181818182	0	0	0	0				SINE		Repeat Element		Ctcf	ENSMUSG00000005698	protein_coding	Simple_repeat	intron	Repeat Element		Repeat Element							0
chr8:105737626-105737667	-		5	12	5.95	6	58.3333333333333	0	0	0	0	Gfod2	ENSMUSG00000013150	protein_coding		intron	protein_coding: Intron					Simple_repeat		Repeat Element		Antisense Feature							0
chr8:105850860-105850900	-		48	48	48	48	0	1	1	1	1	Cenpt	ENSMUSG00000036672	protein_coding		intron	protein_coding: Intron					SINE		Repeat Element		Antisense Feature							0
chr8:105989828-105989884	-		5	5	5	5	0	0	0	0	0	Dpep2	ENSMUSG00000053687,ENSMUSG00000115067	protein_coding		intron	protein_coding: Intron					Simple_repeat		Repeat Element		Antisense Feature							0
chr8:106210758-106210790	+		6	6	6	6	0	0	0	0	0						no Feature		Slc7a6os	ENSMUSG00000033106	protein_coding		exon	protein_coding: exon		Antisense Feature							0
chr8:106737402-106737462	+		16	35	18.1	19	54.2857142857143	0	0	0	0	Tango6	ENSMUSG00000041949	protein_coding	Simple_repeat	intron	Repeat Element							no Feature		Repeat Element							0
chr8:106960238-106960286	+		6	8	6.67	8	25	0	0	0	0	Sntb2	ENSMUSG00000041308	protein_coding		intron	protein_coding: Intron					SINE		Repeat Element		Antisense Feature							0
chr8:107019122-107019158	+		70	70	70	70	0	2	2	2	2	Sntb2	ENSMUSG00000041308	protein_coding	SINE	exon	protein_coding: exon							no Feature		protein_coding: exon							1
chr8:107355043-107355091	-		5	19	5.28	5	73.6842105263158	0	0	0	0						no Feature		Nfat5	ENSMUSG00000003847	protein_coding	Simple_repeat	intron	Repeat Element		Antisense Feature							0
chr8:107473211-107473254	+		5	7	6	6	28.5714285714286	0	0	0	0	Wwp2	ENSMUSG00000031930	protein_coding	Simple_repeat	intron	Repeat Element							no Feature		Repeat Element							0
chr8:107668898-107668959	-		6	6	6	6	0	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr8:107877052-107877089	-		5	10	6.56	7	50	0	0	0	0				SINE		Repeat Element		5033426E14Rik	ENSMUSG00000110625	lncRNA	Low_complexity		Repeat Element		Repeat Element							0
chr8:10797158-10797205	-		8	11	9	10	27.2727272727273	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr8:108242672-108242711	+		8	15	9.95	11	46.6666666666667	0	0	0	0	Zfhx3	ENSMUSG00000038872	protein_coding	Simple_repeat	intron	Repeat Element							no Feature		Repeat Element							0
chr8:108705212-108705253	+		5	19	6.09	5	73.6842105263158	0	0	0	0	Zfhx3	ENSMUSG00000038872	protein_coding	Simple_repeat	intron	Repeat Element							no Feature		Repeat Element							0
chr8:10902918-10902974	+		23	24	23.04	23	4.16666666666667	1	1	1	1	4833411C07Rik	ENSMUSG00000109089	lncRNA	Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr8:109102754-109102793	+		29	29	29	29	0	1	1	1	1	D030068K23Rik	ENSMUSG00000097393	lncRNA			lncRNA							no Feature		lncRNA							0
chr8:109234376-109234429	-		6	10	7.39	6	40	0	0	0	0				SINE		Repeat Element		D030068K23Rik	ENSMUSG00000097393	lncRNA	Simple_repeat		Repeat Element		Repeat Element							0
chr8:10946942-10946991	+		5	12	5.56	5	58.3333333333333	0	0	0	0				Simple_repeat		Repeat Element		Gm44955	ENSMUSG00000109084	lncRNA			lncRNA		Repeat Element							0
chr8:109814411-109814467	+		41	42	41.5	41	2.38095238095238	1	1	1	1	Ap1g1	ENSMUSG00000031731	protein_coding		intron	protein_coding: Intron							no Feature		protein_coding: Intron							1
chr8:10999834-10999873	-		51	51	51	51	0	1	1	1	1	Irs2	ENSMUSG00000038894	protein_coding		intron	protein_coding: Intron							no Feature		protein_coding: Intron							0
chr8:110008440-110008507	-		13	14	13.25	14	7.14285714285714	0	0	0	0				SINE		Repeat Element							no Feature		Repeat Element							0
chr8:110861564-110861620	-		5	5	5	5	0	0	0	0	0				SINE		Repeat Element		Cog4	ENSMUSG00000031753	protein_coding	SINE,Simple_repeat	intron	Repeat Element		Repeat Element							0
chr8:111062561-111062618	+		6	62	12.71	16	90.3225806451613	0	3	0.31	1	tRNA-Gly-GGY		tRNA			ncRNA	tRNA						no Feature	tRNA	ncRNA	32	0	32	tRNA	0	chr1:74816761-74816818_tRNA	0
chr8:111263893-111263949	-		9	16	9.02	9	43.75	0	0	0	0						no Feature					SINE		Repeat Element		Antisense Feature							0
