	CLIP_ID	Transcript	Closest LISI_Dist SameStrand	Upstream LISI_Dist SameStrand	Downstream LISI_Dist SameStrand	Closest repClass SameStrand	Closest repName SameStrand	Closest LISI_Dist OppositeStrand	Upstream LISI_Dist OppositeStrand	Downstream LISI_Dist OppositeStrand	Closest repClass OppositeStrand	Closest repName OppositeStrand	Closest LISI_Dist BothStrand	Upstream LISI_Dist BothStrand	Downstream LISI_Dist BothStrand	Closest repClass BothStrand	Closest repName BothStrand
519	chr4:118447584-118447620	ENSMUST00000006556	0	0	0	SINE	B1_Mus1	2664	-3652	2664	SINE	B1F	0	0	0	SINE	B1_Mur3
520	chr4:121194237-121194304	ENSMUST00000056635	-479	-479	1710	SINE	B1_Mur4	-828	-828	2976	SINE	B3	-479	-479	1710	SINE	B1_Mur4
521	chr4:121202764-121202817	ENSMUST00000056635	1462	-2479	1462	SINE	ID_B1	-10	-10	258	SINE	PB1D11	-10	-10	258	SINE	PB1D11
522	chr4:123530536-123530604	ENSMUST00000097897	-239	-239	1397	LINE	L2c	34	-467	34	SINE	ID_B1	34	-239	34	SINE	ID_B1
523	chr4:123618578-123618638	ENSMUST00000097897	912	-1528	912	LINE	L2a	-1178	-1178	2886	SINE	B1_Mus2	912	-1178	912	LINE	L2a
524	chr4:123818736-123818765	ENSMUST00000106204	-1118	-1118	2310	SINE	B3A	0	0	0	SINE	B1F	0	0	0	SINE	B1F
525	chr4:124756202-124756266	ENSMUST00000094782	-1210	-1210	3181	SINE	RSINE1	-562	-562	578	SINE	B4	-562	-562	578	SINE	B4
526	chr4:128729927-128729964	ENSMUST00000106079	2548	NA	2548	SINE	B2_Mm2	1168	NA	1168	SINE	B3	1168	NA	1168	SINE	B3
527	chr4:129824407-129824451	ENSMUST00000030578	629	-2343	629	SINE	B3A	1172	-1681	1172	SINE	B1_Mur2	629	-1681	629	SINE	B3A
528	chr4:130764047-130764114	ENSMUST00000030315	-111	-111	2566	SINE	PB1D9	384	-1605	384	SINE	B1_Mur2	-111	-111	384	SINE	PB1D9
529	chr4:132190864-132190911	ENSMUST00000152796	800	-1040	800	SINE	PB1D10	0	0	0	SINE	B2_Mm2	0	0	0	SINE	B2_Mm2
530	chr4:132335912-132335934	ENSMUST00000084250	-154	-154	614	SINE	B1_Mus1	-364	-364	1992	SINE	B1F2	-154	-154	614	SINE	B1_Mus1
531	chr4:133142755-133142794	ENSMUST00000084241	40	-1212	40	SINE	B1_Mus1	-84	-84	493	SINE	PB1	40	-84	40	SINE	B1_Mus1
532	chr4:134135243-134135287	ENSMUST00000040271	243	-3693	243	SINE	B4A	-168	-168	3098	SINE	B3A	-168	-168	243	SINE	B3A
533	chr4:136530949-136530986	ENSMUST00000105849	1721	-2950	1721	SINE	B1_Mus1	186	-760	186	SINE	B1_Mm	186	-760	186	SINE	B1_Mm
534	chr4:138239647-138239709	ENSMUST00000030541	-1177	-1177	NA	SINE	PB1D9	-650	-650	1540	SINE	B1_Mus1	-650	-650	1540	SINE	B1_Mus1
535	chr4:139353110-139353152	ENSMUST00000042096	348	NA	348	SINE	B2_Mm2	2297	NA	2297	SINE	B2_Mm1a	348	NA	348	SINE	B2_Mm2
536	chr4:141135004-141135041	ENSMUST00000102487	0	0	0	SINE	B4A	-382	-382	1019	SINE	ID2	0	0	0	SINE	B4A
537	chr4:14614712-14614746	ENSMUST00000042221	5328	NA	5328	SINE	B1_Mus1	0	0	0	LINE	L1MA5	0	0	0	LINE	L1MA5
538	chr4:146515057-146515107	ENSMUST00000105735	-393	-393	1195	SINE	B2_Mm1t	569	-945	569	LINE	Lx8	-393	-393	569	SINE	B2_Mm1t
539	chr4:149068470-149068504	ENSMUST00000103217	-4788	-4788	13492	SINE	ID	238	-495	238	SINE	B2_Mm1t	238	-495	238	SINE	B2_Mm1t
540	chr4:149356087-149356139	ENSMUST00000103212	0	0	0	SINE	B3	-601	-601	1059	SINE	PB1	0	0	0	SINE	B3
541	chr4:149398310-149398342	ENSMUST00000103212	83	-1435	83	SINE	B4A	-584	-584	2384	SINE	B2_Mm2	83	-584	83	SINE	B4A
542	chr4:151662637-151662688	ENSMUST00000169423	-581	-581	5311	SINE	B4A	-1323	-1323	2222	SINE	B3A	-581	-581	2222	SINE	B4A
543	chr4:155529469-155529507	ENSMUST00000165335	-264	-264	707	SINE	B3A	-2	-2	16	SINE	B1_Mur2	-2	-2	16	SINE	B1_Mur2
544	chr4:32829068-32829101	ENSMUST00000084750	1340	-2405	1340	SINE	B1_Mur1	-1127	-1127	3261	SINE	PB1D10	-1127	-1127	1340	SINE	PB1D10
545	chr4:33352971-33352992	ENSMUST00000108153	448	-1172	448	SINE	B2_Mm2	1726	-2285	1726	SINE	ID4	448	-1172	448	SINE	B2_Mm2
546	chr4:34832905-34832937	ENSMUST00000047950	1540	-3378	1540	LINE	Lx8	-152	-152	542	SINE	B2_Mm1t	-152	-152	542	SINE	B2_Mm1t
547	chr4:41272318-41272357	ENSMUST00000030143	1272	NA	1272	SINE	B1_Mur3	-133	-133	340	SINE	B1F	-133	-133	340	SINE	B1F
548	chr4:48255414-48255473	ENSMUST00000030028	-1911	-1911	3508	LINE	Lx	2991	-6889	2991	LINE	L1MA7	-1911	-1911	2991	LINE	Lx
549	chr4:53718419-53718458	ENSMUST00000128667	0	0	0	SINE	B1F1	-671	-671	1362	LINE	Lx7	0	0	0	SINE	B1F1
550	chr4:54990593-54990633	ENSMUST00000098070	2130	-8914	2130	SINE	B1F1	0	0	0	SINE	MIRb	0	0	0	SINE	MIRb
551	chr4:5681460-5681499	ENSMUST00000054857	964	-4334	964	SINE	B3A	-5796	-5796	9351	LINE	L1ME1	964	-4334	964	SINE	B3A
552	chr4:5771219-5771255	ENSMUST00000054857	-3639	-3639	4717	LINE	L1_Mus1	-843	-843	5885	SINE	ID_B1	-843	-843	4717	SINE	ID_B1
553	chr4:82436115-82436176	ENSMUST00000050872	-2460	-2460	5554	SINE	B1_Mus1	-679	-679	4272	SINE	ID	-679	-679	4272	SINE	ID
554	chr4:8598306-8598356	ENSMUST00000060232	95	-1011	95	SINE	MIR	749	-798	749	SINE	ID_B1	95	-798	95	SINE	MIR
555	chr4:86593474-86593514	ENSMUST00000070607	-310	-310	2984	SINE	B3	0	0	0	SINE	ID_B1	0	0	0	SINE	ID_B1
556	chr4:87780960-87781018	ENSMUST00000078090	2303	-9667	2303	LINE	Lx4A	0	0	0	SINE	PB1D9	0	0	0	SINE	PB1D9
557	chr4:98397839-98397878	ENSMUST00000041284	1259	NA	1259	SINE	B1_Mur1	492	NA	492	SINE	B3	492	NA	492	SINE	B3
558	chr4:98763435-98763472	ENSMUST00000102790	0	0	0	SINE	B1_Mus2	1075	-1235	1075	SINE	MIRc	0	0	0	SINE	B1_Mus2
559	chr4:98939018-98939053	ENSMUST00000205650	0	0	0	SINE	B2_Mm1a	19	-172	19	SINE	B2_Mm2	0	0	0	SINE	PB1D9
560	chr5:103112024-103112072	ENSMUST00000170792	-2298	-2298	3874	LINE	Lx6	-1937	-1937	3125	LINE	L1_Mus3	-1937	-1937	3125	LINE	L1_Mus3
561	chr5:104461619-104461658	ENSMUST00000086831	-230	-230	809	SINE	MIRb	2537	NA	2537	LINE	L2c	-230	-230	809	SINE	MIRb
562	chr5:110292906-110292961	ENSMUST00000007296	581	-979	581	SINE	RSINE1	-15	-15	940	SINE	B1_Mus1	-15	-15	581	SINE	B1_Mus1
563	chr5:110300988-110301049	ENSMUST00000007296	2125	-7369	2125	SINE	B1_Mus1	113	-436	113	SINE	B1_Mur3	113	-436	113	SINE	B1_Mur3
564	chr5:110380766-110380800	ENSMUST00000069483	0	0	0	SINE	B1_Mus2	-2929	-2929	5689	SINE	B3	0	0	0	SINE	ID_B1
565	chr5:110834237-110834278	ENSMUST00000056937	0	0	0	SINE	ID4_	742	-1140	742	SINE	B1_Mur4	0	0	0	SINE	B1_Mm
566	chr5:112736096-112736130	ENSMUST00000086617	-7789	-7789	7852	SINE	B2_Mm2	-620	-620	2130	SINE	B4A	-620	-620	2130	SINE	B4A
567	chr5:113857685-113857742	ENSMUST00000004646	2710	-8347	2710	SINE	B2_Mm2	-153	-153	1188	SINE	B4	-153	-153	1188	SINE	B4
568	chr5:117594966-117595014	ENSMUST00000180430	-301	-301	10282	SINE	B3	34	-253	34	SINE	B1_Mur2	34	-253	34	SINE	B1_Mur2
569	chr5:118619141-118619206	ENSMUST00000100816	-732	-732	7818	LINE	L1MD1	-285	-285	7587	SINE	PB1D10	-285	-285	7587	SINE	PB1D10
570	chr5:121637949-121637974	ENSMUST00000111770	0	0	0	SINE	RSINE1	-108	-108	160	SINE	B1_Mur3	0	0	0	SINE	PB1D9
571	chr5:121745970-121746022	ENSMUST00000051950	-2030	-2030	5422	SINE	B3	217	-516	217	SINE	B1_Mur4	217	-516	217	SINE	B1_Mur4
572	chr5:122394290-122394332	ENSMUST00000102525	57	-120	57	SINE	B4	0	0	0	LINE	L2c	0	0	0	LINE	L2c
573	chr5:122801891-122801926	ENSMUST00000200645	-1398	-1398	2940	SINE	B1_Mus1	112	-2277	112	SINE	ID4	112	-1398	112	SINE	ID4
574	chr5:123364102-123364157	ENSMUST00000031391	0	0	0	SINE	MIRc	1182	-2178	1182	SINE	PB1D9	0	0	0	SINE	MIRc
575	chr5:124401736-124401783	ENSMUST00000065263	-1528	-1528	2422	SINE	B2_Mm2	16	-1252	16	SINE	B2_Mm1a	16	-1252	16	SINE	B2_Mm1a
576	chr5:124415859-124415898	ENSMUST00000065263	0	0	0	SINE	B1_Mm	26	-918	26	SINE	B2_Mm2	0	0	0	SINE	B1_Mm
577	chr5:124594104-124594141	ENSMUST00000031333	-794	-794	875	SINE	RSINE1	1157	-1215	1157	SINE	RSINE1	-794	-794	875	SINE	RSINE1
578	chr5:129945353-129945386	ENSMUST00000051758	105	NA	105	SINE	B3A	0	0	0	SINE	PB1	0	0	0	SINE	PB1
579	chr5:129950188-129950227	ENSMUST00000051758	-210	-210	285	SINE	RSINE1	0	0	0	SINE	PB1	0	0	0	SINE	PB1
580	chr5:130223441-130223494	ENSMUST00000111298	3191	NA	3191	SINE	PB1D10	0	0	0	SINE	B3A	0	0	0	SINE	B3A
581	chr5:135171780-135171824	ENSMUST00000031692	504	-1517	504	SINE	B3A	0	0	0	SINE	PB1D7	0	0	0	SINE	PB1D7
582	chr5:135201874-135201905	ENSMUST00000002825	-139	-139	339	LINE	L1M5	130	-1149	130	SINE	B1_Mus2	130	-139	130	SINE	B1_Mus2
583	chr5:137296996-137297059	ENSMUST00000040873	-6151	-6151	NA	SINE	ID_B1	-8242	-8242	NA	SINE	PB1D10	-6151	-6151	NA	SINE	ID_B1
584	chr5:138984341-138984386	ENSMUST00000076095	-3382	-3382	4109	SINE	MIR3	66	-2192	66	SINE	B1F	66	-2192	66	SINE	B1F
585	chr5:140253361-140253386	ENSMUST00000031534	-1888	-1888	6504	SINE	MIR	607	-8482	607	SINE	B1_Mur4	607	-1888	607	SINE	B1_Mur4
586	chr5:14182045-14182085	ENSMUST00000073957	2619	-9213	2619	SINE	MIRb	0	0	0	SINE	B1_Mus1	0	0	0	LINE	Lx8b
587	chr5:142448526-142448562	ENSMUST00000072837	-1022	-1022	6193	LINE	L3	-481	-481	598	SINE	RSINE1	-481	-481	598	SINE	RSINE1
588	chr5:142650527-142650573	ENSMUST00000036872	-259	-259	907	SINE	B4A	230	-1404	230	LINE	L1MB8	230	-259	230	LINE	L1MB8
589	chr5:144180415-144180459	ENSMUST00000041804	-146	-146	176	SINE	ID4	728	-799	728	LINE	L1MDa	-146	-146	176	SINE	ID4
590	chr5:144786820-144786867	ENSMUST00000100467	1446	-3070	1446	SINE	B1_Mus2	69	-505	69	SINE	B3	69	-505	69	SINE	B3
591	chr5:144964807-144964845	ENSMUST00000085684	2129	NA	2129	SINE	B4A	3063	NA	3063	SINE	B2_Mm2	2129	NA	2129	SINE	B4A
592	chr5:145235301-145235353	ENSMUST00000167316	-1972	-1972	3188	SINE	B1_Mur3	-312	-312	1219	SINE	B1F	-312	-312	1219	SINE	B1F
593	chr5:147098157-147098190	ENSMUST00000110557	1049	-1704	1049	SINE	RSINE1	-11	-11	303	SINE	B1F	-11	-11	303	SINE	B1F
594	chr5:147484257-147484304	ENSMUST00000031651	-802	-802	1912	SINE	B3A	0	0	0	SINE	RSINE1	0	0	0	SINE	RSINE1
595	chr5:20916828-20916886	ENSMUST00000036489	1201	-2003	1201	SINE	B2_Mm2	119	-428	119	SINE	B3	119	-428	119	SINE	B3
596	chr5:22826852-22826886	ENSMUST00000197992	4820	-5314	4820	SINE	B1_Mur2	17	-1008	17	LINE	Lx8	17	-1008	17	LINE	Lx8
597	chr5:23615376-23615413	ENSMUST00000088392	8335	NA	8335	SINE	B3A	1174	NA	1174	SINE	B1_Mm	1174	NA	1174	SINE	B1_Mm
598	chr5:25446999-25447053	ENSMUST00000045291	-2403	-2403	2970	SINE	B3	118	-665	118	SINE	B3	118	-665	118	SINE	B3
599	chr5:27778154-27778191	ENSMUST00000002291	-1147	-1147	3458	LINE	L3	-37	-37	987	SINE	ID_B1	-37	-37	987	SINE	ID_B1
600	chr5:28405856-28405919	ENSMUST00000114884	-287	-287	5473	SINE	PB1D9	166	-2883	166	LINE	L1M4	166	-287	166	LINE	L1M4
601	chr5:31195209-31195250	ENSMUST00000031029	-706	-706	NA	SINE	MIR3	1543	NA	1543	SINE	B1_Mus2	-706	-706	1543	SINE	MIR3
602	chr5:33605151-33605189	ENSMUST00000065119	1986	-3194	1986	SINE	B1_Mur2	182	-1344	182	SINE	B1_Mur3	182	-1344	182	SINE	B1_Mur3
603	chr5:33621985-33622025	ENSMUST00000065119	-932	-932	1403	SINE	B1_Mur3	0	0	0	SINE	B4A	0	0	0	SINE	ID_B1
604	chr5:34387005-34387038	ENSMUST00000180376	909	-3544	909	SINE	B1_Mus1	-93	-93	112	SINE	B2_Mm2	-93	-93	112	SINE	B2_Mm2
605	chr5:45856004-45856057	ENSMUST00000238522	10779	NA	10779	SINE	B1_Mur1	1394	NA	1394	LINE	L1Md_T	1394	NA	1394	LINE	L1Md_T
606	chr5:52794213-52794268	ENSMUST00000113904	-1215	-1215	3668	LINE	L1MB7	-129	-129	922	SINE	B4A	-129	-129	922	SINE	B4A
607	chr5:65554663-65554719	ENSMUST00000142407	-141	-141	2523	SINE	B3	0	0	0	SINE	B1_Mus2	0	0	0	SINE	RSINE1
608	chr5:65564708-65564742	ENSMUST00000142407	-2462	-2462	3201	SINE	B1_Mur2	0	0	0	SINE	B1_Mus2	0	0	0	SINE	RSINE1
609	chr5:65682843-65682886	ENSMUST00000031104	228	-1021	228	SINE	B2_Mm2	0	0	0	SINE	B1F1	0	0	0	SINE	B1F1
610	chr5:65684632-65684680	ENSMUST00000031104	674	-5047	674	SINE	PB1D10	10	-272	10	SINE	B2_Mm2	10	-272	10	SINE	B2_Mm2
611	chr5:66548771-66548826	ENSMUST00000160870	7968	-10312	7968	SINE	B1_Mus2	0	0	0	SINE	RSINE1	0	0	0	SINE	RSINE1
612	chr5:69254198-69254261	ENSMUST00000054095	-1196	-1196	4035	SINE	B2_Mm2	-2178	-2178	2783	LINE	Lx3C	-1196	-1196	2783	SINE	B2_Mm2
613	chr5:7092039-7092081	ENSMUST00000200317	-956	-956	7326	SINE	B1_Mus1	0	0	0	LINE	Lx5c	0	0	0	LINE	Lx5c
614	chr5:73218314-73218360	ENSMUST00000101127	1005	-4723	1005	SINE	B1F	663	-2364	663	LINE	L1MC5a	663	-2364	663	LINE	L1MC5a
615	chr5:73505484-73505536	ENSMUST00000063882	624	-1333	624	SINE	B1_Mur1	0	0	0	SINE	B3	0	0	0	SINE	B3
616	chr5:74306966-74307018	ENSMUST00000113542	391	-2120	391	SINE	B2_Mm2	-1022	-1022	1937	SINE	RSINE1	391	-1022	391	SINE	B2_Mm2
617	chr5:74685199-74685256	ENSMUST00000117388	2960	-3125	2960	SINE	ID_B1	-663	-663	2714	SINE	MIRb	-663	-663	2714	SINE	MIRb
618	chr5:75018119-75018160	ENSMUST00000075452	0	0	0	SINE	B1_Mm	341	-691	341	SINE	PB1D10	0	0	0	SINE	B1_Mm
619	chr5:76301804-76301843	ENSMUST00000075159	9707	NA	9707	SINE	B2_Mm2	-13	-13	1498	SINE	B1F	-13	-13	1498	SINE	B1F
620	chr5:76592426-76592469	ENSMUST00000121979	-2101	-2101	5376	SINE	B1F2	-192	-192	2319	SINE	ID2	-192	-192	2319	SINE	ID2
621	chr5:76927761-76927800	ENSMUST00000140076	0	0	0	SINE	PB1D10	-2373	-2373	3450	SINE	B1_Mus1	0	0	0	SINE	PB1D10
622	chr5:8398930-8398963	ENSMUST00000171808	-1699	-1699	NA	SINE	B1_Mus1	-988	-988	NA	LINE	Lx9	-988	-988	NA	LINE	Lx9
623	chr5:86169833-86169895	ENSMUST00000039373	797	NA	797	SINE	RSINE1	-1227	-1227	1725	SINE	B1_Mm	797	-1227	797	SINE	RSINE1
624	chr5:86443185-86443216	ENSMUST00000101073	-347	-347	568	SINE	B2_Mm2	0	0	0	SINE	B1_Mur4	0	0	0	LINE	Lx7
625	chr5:86817508-86817573	ENSMUST00000120498	-1266	-1266	7193	SINE	B2_Mm2	1847	-2615	1847	SINE	B2_Mm2	-1266	-1266	1847	SINE	B2_Mm2
626	chr5:86829250-86829285	ENSMUST00000120498	-2226	-2226	4801	SINE	B1_Mus2	3649	-4814	3649	SINE	RSINE1	-2226	-2226	3649	SINE	B1_Mus2
627	chr5:88728355-88728399	ENSMUST00000006424	-833	-833	4529	SINE	B1_Mus2	0	0	0	SINE	B2_Mm2	0	0	0	SINE	PB1D9
628	chr5:92180916-92180968	ENSMUST00000031355	-483	-483	3966	SINE	B1_Mur4	11	-18	11	SINE	B2_Mm2	11	-18	11	SINE	B2_Mm2
629	chr6:115009958-115009994	ENSMUST00000032461	1028	-1564	1028	LINE	L1MC5	0	0	0	LINE	L2c	0	0	0	LINE	L2c
630	chr6:115668522-115668559	ENSMUST00000000451	-536	-536	2413	SINE	B2_Mm1a	0	0	0	SINE	PB1D10	0	0	0	SINE	B1_Mus2
631	chr6:117867370-117867408	ENSMUST00000172088	-77	-77	179	SINE	RSINE1	0	0	0	SINE	PB1	0	0	0	SINE	B2_Mm1a
632	chr6:120018643-120018682	ENSMUST00000060043	1399	-4271	1399	SINE	ID_B1	49	-624	49	SINE	B3	49	-624	49	SINE	B3
633	chr6:120392180-120392224	ENSMUST00000005108	-1767	-1767	2707	SINE	B3A	-25	-25	205	SINE	B3	-25	-25	205	SINE	B3
634	chr6:120667772-120667810	ENSMUST00000112686	3850	NA	3850	SINE	B2_Mm2	939	NA	939	SINE	RSINE1	939	NA	939	SINE	RSINE1
635	chr6:125147344-125147389	ENSMUST00000119527	-1038	-1038	2640	SINE	B2_Mm2	3238	NA	3238	SINE	B1_Mus1	-1038	-1038	2640	SINE	B2_Mm2
636	chr6:140491237-140491282	ENSMUST00000087622	-557	-557	3361	SINE	B3A	-1801	-1801	2567	SINE	B3A	-557	-557	2567	SINE	B3A
637	chr6:143093958-143093993	ENSMUST00000171349	-397	-397	5341	LINE	Lx2B	280	-1619	280	SINE	B1_Mm	280	-397	280	SINE	B1_Mm
638	chr6:148774162-148774219	ENSMUST00000048418	405	-6585	405	SINE	B3A	-40	-40	2444	SINE	ID_B1	-40	-40	405	SINE	ID_B1
639	chr6:17890065-17890112	ENSMUST00000052113	191	-7827	191	LINE	L1Md_F2	0	0	0	SINE	PB1D9	0	0	0	SINE	PB1D9
640	chr6:23570831-23570885	ENSMUST00000018122	-335	-335	4867	SINE	B3A	-597	-597	6940	SINE	B4	-335	-335	4867	SINE	B3A
641	chr6:27423768-27423805	ENSMUST00000115324	202	-3699	202	LINE	L1_Mus1	0	0	0	LINE	L1Md_T	0	0	0	LINE	L1Md_T
642	chr6:28489831-28489862	ENSMUST00000001460	-115	-115	3628	SINE	RSINE1	0	0	0	SINE	MIR3	0	0	0	SINE	MIR3
643	chr6:33350813-33350863	ENSMUST00000052266	0	0	0	LINE	L1Md_T	3222	-5720	3222	LINE	L1_Mus3	0	0	0	LINE	L2a
644	chr6:33402689-33402726	ENSMUST00000052266	-146	-146	1037	LINE	L2a	-471	-471	3826	SINE	RSINE1	-146	-146	1037	LINE	L2a
645	chr6:35098480-35098514	ENSMUST00000114989	628	-4220	628	SINE	B1_Mur1	0	0	0	SINE	B1F2	0	0	0	SINE	MIRc
646	chr6:37533782-37533804	ENSMUST00000040987	0	0	0	SINE	B4	206	-1574	206	SINE	ID4_	0	0	0	SINE	B4
647	chr6:39402964-39403001	ENSMUST00000031985	-2042	-2042	NA	SINE	PB1D10	0	0	0	SINE	ID_B1	0	0	0	SINE	ID_B1
648	chr6:43650545-43650600	ENSMUST00000067888	-7374	-7374	14687	SINE	B3A	-162	-162	1381	SINE	ID_B1	-162	-162	1381	SINE	ID_B1
649	chr6:4919548-4919581	ENSMUST00000035813	676	-2354	676	SINE	ID_B1	-327	-327	2586	SINE	B1_Mus2	-327	-327	676	SINE	B1_Mus2
650	chr6:51920236-51920285	ENSMUST00000078214	-3273	-3273	3803	SINE	B3	0	0	0	SINE	MIR3	0	0	0	SINE	MIR3
651	chr6:52604666-52604727	ENSMUST00000031788	-381	-381	7001	LINE	L1MA10	-224	-224	317	SINE	PB1D7	-224	-224	317	SINE	PB1D7
652	chr6:55050791-55050850	ENSMUST00000003572	-33	-33	1673	SINE	RSINE1	-1176	-1176	2040	LINE	Lx7	-33	-33	1673	SINE	RSINE1
653	chr6:55054497-55054526	ENSMUST00000003572	-1685	-1685	3692	SINE	B2_Mm2	-101	-101	964	SINE	B1_Mur2	-101	-101	964	SINE	B1_Mur2
654	chr6:61906388-61906433	ENSMUST00000126214	0	0	0	SINE	B3A	166	-1754	166	LINE	Lx7	0	0	0	SINE	MIR
655	chr6:64082947-64083001	ENSMUST00000095852	142	-9437	142	LINE	L1_Mus3	49	-1342	49	SINE	B1_Mus1	49	-1342	49	SINE	B1_Mus1
656	chr6:72769574-72769616	ENSMUST00000069536	-346	-346	4410	LINE	L2b	889	-1374	889	SINE	PB1D10	-346	-346	889	LINE	L2b
657	chr6:94590791-94590832	ENSMUST00000061118	1067	-1743	1067	SINE	PB1D10	0	0	0	LINE	L2c	0	0	0	SINE	B4
658	chr7:100615450-100615499	ENSMUST00000032946	-127	-127	1696	SINE	B1F1	0	0	0	SINE	PB1D7	0	0	0	SINE	RSINE1
659	chr7:101113344-101113386	ENSMUST00000098250	0	0	0	SINE	B1_Mus2	89	-498	89	SINE	B2_Mm2	0	0	0	SINE	B1_Mus2
660	chr7:107425539-107425602	ENSMUST00000073459	407	-10754	407	SINE	MIR	628	-2688	628	SINE	B1_Mm	407	-2688	407	SINE	MIR
661	chr7:109957225-109957264	ENSMUST00000080437	1	-22	1	SINE	PB1D9	603	-1624	603	SINE	B1F	1	-22	1	SINE	PB1D9
662	chr7:116536780-116536804	ENSMUST00000032895	-267	-267	NA	SINE	B1_Mur3	0	0	0	SINE	B4A	0	0	0	SINE	RSINE1
663	chr7:125667917-125667972	ENSMUST00000055506	149	-6838	149	SINE	B2_Mm2	-2252	-2252	2392	SINE	ID4	149	-2252	149	SINE	B2_Mm2
664	chr7:126135228-126135284	ENSMUST00000168189	941	-4994	941	SINE	B3	590	-1104	590	SINE	B3	590	-1104	590	SINE	B3
665	chr7:127520801-127520836	ENSMUST00000187040	-252	-252	922	SINE	B1_Mus2	0	0	0	SINE	B1_Mur3	0	0	0	SINE	B1_Mur3
666	chr7:127942303-127942344	ENSMUST00000118755	-401	-401	473	SINE	B3	13	-17	13	SINE	B2_Mm2	13	-17	13	SINE	B2_Mm2
667	chr7:130472461-130472500	ENSMUST00000033139	-1907	-1907	3852	LINE	L1M5	2797	-5872	2797	LINE	L1MC3	-1907	-1907	2797	LINE	L1M5
668	chr7:133014567-133014602	ENSMUST00000033269	5985	-23823	5985	SINE	PB1D9	2061	-2258	2061	SINE	B3A	2061	-2258	2061	SINE	B3A
669	chr7:133029256-133029300	ENSMUST00000033269	-9125	-9125	20683	SINE	ID_B1	1796	-2752	1796	LINE	L2a	1796	-2752	1796	LINE	L2a
670	chr7:133646093-133646130	ENSMUST00000128901	0	0	0	SINE	B4A	-1124	-1124	9164	SINE	B3	0	0	0	SINE	B1F2
671	chr7:136915302-136915354	ENSMUST00000081510	3189	-7450	3189	SINE	B1_Mur4	1007	-5615	1007	LINE	L1MEg	1007	-5615	1007	LINE	L1MEg
672	chr7:138361076-138361121	ENSMUST00000160436	-1967	-1967	11974	LINE	L1MC2	7128	-8908	7128	SINE	B3A	-1967	-1967	7128	LINE	L1MC2
673	chr7:141325349-141325383	ENSMUST00000080553	4506	NA	4506	SINE	B1F	0	0	0	SINE	B1F	0	0	0	SINE	B1_Mur2
674	chr7:16257504-16257551	ENSMUST00000050770	-658	-658	1085	SINE	B1_Mur2	9	-9	9	SINE	B2_Mm2	9	-9	9	SINE	B2_Mm2
675	chr7:16357788-16357827	ENSMUST00000094815	-184	-184	294	SINE	PB1D11	-358	-358	556	SINE	B3A	-184	-184	294	SINE	PB1D11
676	chr7:16611135-16611173	ENSMUST00000171937	2478	NA	2478	SINE	ID_B1	1202	NA	1202	SINE	ID_B1	1202	NA	1202	SINE	ID_B1
677	chr7:29149412-29149456	ENSMUST00000159975	30	-1230	30	SINE	ID_B1	1374	-1752	1374	SINE	B1F	30	-1230	30	SINE	ID_B1
678	chr7:29366159-29366200	ENSMUST00000183096	710	-2287	710	SINE	B1_Mur1	0	0	0	SINE	MIR	0	0	0	SINE	MIR
679	chr7:29493533-29493565	ENSMUST00000183096	849	-6207	849	SINE	B1F	-42	-42	153	SINE	ID4_	-42	-42	153	SINE	ID4_
680	chr7:30953326-30953365	ENSMUST00000058860	-1497	-1497	5781	SINE	ID4_	1394	NA	1394	SINE	PB1D11	1394	-1497	1394	SINE	PB1D11
681	chr7:34214543-34214592	ENSMUST00000038027	516	-4865	516	SINE	B1F1	-357	-357	2347	SINE	B1F	-357	-357	516	SINE	B1F
682	chr7:35308589-35308654	ENSMUST00000079693	-796	-796	1721	SINE	B1_Mur1	0	0	0	SINE	PB1D10	0	0	0	SINE	PB1D7
683	chr7:35310674-35310725	ENSMUST00000079693	0	0	0	SINE	PB1D7	-310	-310	359	SINE	B4	0	0	0	SINE	PB1D7
684	chr7:41492684-41492743	ENSMUST00000098509	4163	-4516	4163	LINE	L1_Mur2	-144	-144	251	LINE	Lx3A	-144	-144	251	LINE	Lx3A
685	chr7:45527426-45527472	ENSMUST00000051810	-117	-117	3572	SINE	B1_Mm	13	-288	13	SINE	B2_Mm2	13	-117	13	SINE	B2_Mm2
686	chr7:46065736-46065770	ENSMUST00000033121	-3587	-3587	5947	SINE	RSINE1	0	0	0	SINE	B4A	0	0	0	SINE	B4A
687	chr7:46595387-46595429	ENSMUST00000033127	-160	-160	1688	SINE	MIRb	111	-651	111	SINE	B1F	111	-160	111	SINE	B1F
688	chr7:47241337-47241373	ENSMUST00000098436	-404	-404	4117	LINE	L1M2	0	0	0	LINE	L1_Mus3	0	0	0	LINE	Lx
689	chr7:4959995-4960059	ENSMUST00000182214	49	-115	49	SINE	B3	-302	-302	3223	SINE	B3	49	-115	49	SINE	B3
690	chr7:5028847-5028888	ENSMUST00000076251	-343	-343	7723	SINE	B1_Mur4	-514	-514	4044	SINE	MIR	-343	-343	4044	SINE	B1_Mur4
691	chr7:58765769-58765833	ENSMUST00000168747	-1495	-1495	5023	LINE	L1_Mus1	-658	-658	12728	SINE	RSINE1	-658	-658	5023	SINE	RSINE1
692	chr7:59267670-59267731	ENSMUST00000107537	9560	-14751	9560	SINE	B4	0	0	0	SINE	PB1D9	0	0	0	SINE	PB1D9
